NodeID,Caption,IPAddress,Vendor,MachineType,HealthTier,CPULoad_Pct,PercentMemoryUsed_Pct,AvgResponseTime_ms,Status,StatusDescription,City,SystemUpTime_Sec,LastSync
2588,CBPS-BLR-FTB-Singtel MPLS PRI-PE,100.73.59.145,Unknown,Unknown,High,-2,0,3,1,Node status is Up.,BANGALORE,0.0,2026-08-17T23:34:36.4270000
2590,BANGALORE-15F-AS-2.coforgetech.com,172.17.240.70,Cisco,Cisco C9200L,High,7,25,35,1,Node status is Up.,BANGALORE,11691830.0,2026-08-18T12:04:34.8230000
2591,CBPS-Dallas-AT&T ILL,45.23.106.173,Unknown,Unknown,High,-2,0,242,1,Node status is Up.,BPS-Dallas,0.0,2026-08-17T23:34:36.4270000
2592,CBPS-Augusta-WLC-PRI,10.248.100.202,Unknown,Unknown,High,-2,0,241,1,Node status is Up.,BPS-Augusta,0.0,2026-08-17T23:34:36.4270000
2593,CBPS-Dallas-Logix Fiber ILL,66.196.255.130,Unknown,Unknown,High,-2,0,42,1,Node status is Up.,BPS-Dallas,0.0,2026-08-17T23:34:33.0630000
2596,BAN-CR-GF-DC-01,172.16.173.5,Unknown,Unknown,Low,-2,-2,1,14,"Node status is Critical, SNMP polling is failing: 'Request timed out - Possible causes include network issues, incorrect community string or SNMPv3 credentials, or device not responding.'.",Bangalore-Encora,0.0,2026-08-18T12:04:33.1930000
2597,BAN-CR-GF-DC-02,172.16.173.2,Unknown,Unknown,Low,-2,-2,1,14,"Node status is Critical, SNMP polling is failing: 'Request timed out - Possible causes include network issues, incorrect community string or SNMPv3 credentials, or device not responding.'.",Bangalore-Encora,0.0,2026-08-18T12:04:33.1930000
2600,ENC-CHH_Primary,192.168.141.1,"Fortinet, Inc.",FortiGate 100F,High,0,62,8,1,Node status is Up.,Chennai-Encora,2114818.25,2026-08-18T12:04:38.6170000
2601,FEN-POE-01,172.28.10.23,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,FENCHURCH,0.0,2026-08-18T07:34:45.2230000
2604,Chicago-WAN-FW-Pri,172.26.134.5,Palo Alto Networks,Palo Alto Networks,High,-2,-2,25,1,Node status is Up.,Chicago,4993192.5,2026-08-17T23:34:28.9570000
2605,Chicago-WAN-FW-Sec,172.26.134.6,Palo Alto Networks,Palo Alto Networks,High,-2,-2,25,1,Node status is Up.,Chicago,4993237.5,2026-08-17T23:34:28.9570000
2606,1F-RHS-Boardroom,172.19.93.50,Unknown,Unknown,High,-2,-2,1,1,Node status is Up.,Gr.Noida-TD,0.0,2026-08-18T12:04:34.8230000
2607,MNL-V3-CORE-SW.incoforgetech.com,10.251.104.1,Cisco,Catalyst 9500-48Y4C,High,1,13,5,1,Node status is Up.,BPS-Manila-V3,5030479.5,2026-08-18T14:34:43.7400000
2608,Boardroom-3rd Floor Tower- AB,10.91.180.14,Tandberg ASA,Webex Board 55,High,-2,0,0,1,Node status is Up.,GURUGRAM,7614132.5,2026-08-18T12:04:47.2330000
2609,CBPS-BLR-Proctor-Verizon MPLS PRI-PE,65.250.5.37,Unknown,Unknown,High,-2,0,2,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:38.6170000
2610,CBPS-Verizon-Proctor-Troy-SEC,65.250.21.34,Cisco,Cisco C1111-4P Router,High,20,17,219,1,Node status is Up.,BANGALORE,2087745.75,2026-08-18T12:04:38.6170000
2611,CBPS-Verizon-Proctor -Troy-Pri,68.136.36.26,Cisco,Cisco C1111-4P Router,High,51,17,212,1,Node status is Up.,BANGALORE,2085904.375,2026-08-18T12:04:38.6170000
2613,HYD-9F-AS3,172.17.100.38,Unknown,Unknown,High,-2,0,2,1,Node status is Up.,Hyderabad,0.0,2026-08-18T12:04:33.8170000
2614,IN-PUN1-HYP01,169.254.91.48,Windows,Windows 2022 Server,High,0,3,16,1,Node status is Up.,BPS-Pune,22115560.0,2026-08-18T12:04:45.2530000
2615,6th Floor Tower- VC,10.91.180.12,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
2616,"7th Floor, Tower-D, Greater Noida-VC",172.19.63.16,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-TD,0.0,2026-08-18T12:04:34.8230000
2617,"8th Floor, Towe-D, Greater Noida-VC",172.19.67.10,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-TD,0.0,2026-08-18T12:04:34.8230000
2618,Bakerloo Meeting London-VC,172.28.3.195,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,FENCHURCH,0.0,2026-08-18T07:34:45.2230000
2619,Boardroom-15th Floor Bengaluru-VC,172.17.252.11,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:38.6170000
2620,Boardroom-16th Floor Bengaluru-VC,172.17.252.10,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:38.6170000
2621,Boardroom-1st Floor Tower-D,172.19.39.12,Unknown,Unknown,Medium,-2,0,-2,11,Node status is External.,Gr.Noida-TD,0.0,2026-08-18T12:04:34.8230000
2622,Boardroom-2nd Floor Tower- AB-VC,10.91.180.13,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
2623,Board Room London,172.28.3.193,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,FENCHURCH,0.0,2026-08-18T07:34:45.2230000
2624,Circle Meeting Room London,172.28.3.199,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,FENCHURCH,0.0,2026-08-18T07:34:45.2230000
2625,District Meeting Room London,172.28.3.197,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,FENCHURCH,0.0,2026-08-18T07:34:42.2070000
2626,Elizabeth Meeting London,172.28.3.196,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,FENCHURCH,0.0,2026-08-18T07:34:45.2230000
2627,Jubilee Meeting Room London,172.28.3.198,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,FENCHURCH,0.0,2026-08-18T07:34:42.2070000
2628,NJ-Boardroom,172.26.20.165,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,NEW JERSEY,0.0,2026-08-17T23:34:28.9570000
2629,NJ-VC Room,172.26.20.164,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,NEW JERSEY,0.0,2026-08-17T23:34:28.9570000
2630,NY-VC-Room - New York,172.26.26.70,Unknown,Unknown,High,-2,0,3,1,Node status is Up.,New York,0.0,2026-08-17T23:34:40.2900000
2631,172.28.3.200,172.28.3.200,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,London,0.0,2026-08-18T07:34:42.2070000
2632,Waterloo and City Meeting London,172.28.3.194,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,FENCHURCH,0.0,2026-08-18T07:34:42.2070000
2633,Boardroom Gurgaon-5th Floor,172.17.81.103,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,GURUGRAM,0.0,2026-08-18T12:04:47.2330000
2634,Boardroom Gurgaon-6th Floor,172.17.81.101,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,GURUGRAM,0.0,2026-08-18T12:04:45.2530000
2635,Design Studio,172.19.38.23,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
2636,Jayant Goyal- Cisco Desk Pro,172.17.208.34,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
2637,VC Room- 2nd Floor Tower D,10.10.16.34,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-TD,0.0,2026-08-18T12:04:47.2330000
2638,VC Room- 3rd Floor Tower D,172.19.46.27,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-TD,0.0,2026-08-18T12:04:47.2330000
2639,VC Room- 4th Floor Tower D,172.19.51.15,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-TD,0.0,2026-08-18T12:04:47.2330000
2640,VC Room- 6th Floor Tower D,172.19.59.11,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-TD,0.0,2026-08-18T12:04:47.2330000
2641,VC ROOM- LH,172.17.55.139,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,GURUGRAM,0.0,2026-08-18T12:04:47.2330000
2642,Boardroom-Kolhapur,10.250.118.79,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,BPS-KOLHAPUR,0.0,2026-08-18T12:04:49.8500000
2643,Boardroom-Pune,10.253.13.7,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,BPS-Pune,0.0,2026-08-18T12:04:49.7970000
2644,Boardroom-5th Floor Hyderabad,172.17.115.12,Unknown,Unknown,High,-2,0,26,1,Node status is Up.,Hyderabad,0.0,2026-08-18T12:04:38.6170000
2645,VC Room-7th Floor (HYD),172.17.107.131,Unknown,Unknown,High,-2,0,26,1,Node status is Up.,Hyderabad,0.0,2026-08-18T12:04:38.6170000
2646,Chicago VCRoom1,172.26.134.18,Unknown,Unknown,High,-2,0,25,1,Node status is Up.,Chicago,0.0,2026-08-17T23:34:40.2900000
2647,Dallas -Cisco Room Kit Plus,172.26.250.54,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,BPS-Dallas,0.0,2026-08-17T23:34:36.4270000
2648,Coforge Philippines A1 Boardroom,10.251.13.24,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,BPS-MANILA,0.0,2026-08-18T14:34:43.7400000
2649,10.251.105.98,10.251.105.98,Unknown,Unknown,High,-2,0,2,1,Node status is Up.,BPS-MANILA,0.0,2026-08-18T14:34:43.7400000
2650,San Jose- Meeting Room 1,172.26.4.53,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,San-Jose,0.0,2026-08-17T23:34:40.2900000
2651,IronBridge Meeting Room - Telford,172.29.101.2,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,Telford,0.0,2026-08-18T07:34:42.2070000
2652,Windsor SF,172.29.101.9,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,FENCHURCH,0.0,2026-08-18T07:34:45.2230000
2653,Boardroom-9th Floor Hyderabad,172.17.109.23,Unknown,Unknown,High,-2,0,33,1,Node status is Up.,Hyderabad,0.0,2026-08-18T12:04:47.2330000
2654,VC Room-7th Floor (HYD),172.17.107.139,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,Hyderabad,0.0,2026-08-18T12:04:33.8170000
2655,Meeting Room-Australia,192.168.20.30,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,Melbourne,0.0,2026-08-18T14:34:43.7400000
2656,VC Room-Thailand,20.100.119.39,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,Thailand,0.0,2026-08-18T14:34:43.7400000
2657,Yarra Meeting Room Melbourne,192.168.1.36,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,Melbourne,0.0,2026-08-18T14:34:43.7400000
2658,Poland-PRI-WAN-FW-A,172.26.201.5,Palo Alto Networks,Palo Alto Networks,High,0,68,175,1,Node status is Up.,Poland,3695212.75,2026-08-18T12:04:47.2330000
2659,Poland-SEC-WAN-FW-S,172.26.201.6,Palo Alto Networks,Palo Alto Networks,High,-2,-2,175,1,Node status is Up.,Poland,3645750.0,2026-08-18T12:04:47.2330000
2660,Poland-Core-Switch-A,172.26.201.1,Cisco,C9300L,High,-2,-2,175,1,Node status is Up.,Poland,4493699.0,2026-08-18T12:04:47.2330000
2661,Poland-Distribution-Switch,172.26.201.7,Cisco,Cisco C9200L,High,10,24,176,1,Node status is Up.,Poland,4495336.5,2026-08-18T12:04:47.2330000
2662,Poland-Access-Switch-Stack-1,172.26.201.8,Cisco,Cisco C9200L,High,8,24,176,1,Node status is Up.,Poland,4496610.0,2026-08-18T12:04:47.2330000
2663,Poland-Access-Switch-Stack-2,172.26.201.9,Cisco,Cisco C9200L,High,8,24,176,1,Node status is Up.,Poland,4495460.5,2026-08-18T12:04:47.2330000
2664,Poland-Access-Switch-3,172.26.201.10,Cisco,Cisco C9200L,High,9,24,176,1,Node status is Up.,Poland,4496930.0,2026-08-18T12:04:47.2330000
2667,ML-RACK2-DS-Stack.IN.COFORGETECH.COM,10.251.104.35,Cisco,Cisco C9200L,High,19,33,8,1,Node status is Up.,BPS-Manila-V3,795809.1875,2026-08-18T14:34:43.7400000
2668,ML-GF-RACK2-AS5.IN.COFORGETECH.COM,10.251.107.23,Cisco,Cisco C9200L,High,21,31,5,1,Node status is Up.,BPS-Manila-V3,5020877.5,2026-08-18T14:34:43.7400000
2669,ML-RACK2-AS4-Stack,10.251.104.39,Cisco,Cisco C9200L,High,26,33,6,1,Node status is Up.,BPS-Manila-V3,5020884.5,2026-08-18T14:34:43.7400000
2670,ML-RACK2-AS2-Stack.IN.COFORGETECH.COM,10.251.125.47,Cisco,Cisco C9200L,High,19,32,6,1,Node status is Up.,BPS-Manila-V3,770284.6875,2026-08-18T14:34:43.7400000
2671,ML-RACK2-AS2-Stack.IN.COFORGETECH.COM,10.251.104.37,Cisco,Cisco C9200L,High,19,32,6,1,Node status is Up.,BPS-Manila-V3,770279.0,2026-08-18T14:34:43.7400000
2672,Star Link ILL-Poland-CE,89.250.203.146,Unknown,Unknown,High,-2,0,173,1,Node status is Up.,Poland,0.0,2026-08-18T12:04:47.2330000
2673,Star Link ILL-Poland-PE,89.250.203.145,Unknown,Unknown,High,-2,0,167,1,Node status is Up.,Poland,0.0,2026-08-18T12:04:38.6170000
2676,Manila-IHUB-Converge ILL-PE,27.49.95.57,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Manila-IHUB,0.0,2026-08-18T12:04:45.2530000
2677,UK-FEN-HV1,172.28.10.17,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,FENCHURCH,0.0,2026-08-18T07:34:45.2230000
2678,UK-FEN-HV2,172.28.10.18,Unknown,Unknown,High,-2,0,139,1,Node status is Up.,FENCHURCH,0.0,2026-08-18T12:04:45.2530000
2679,Manila-IHUB-PLDT ILL-PE,115.146.236.193,Unknown,Unknown,High,-2,0,107,1,Node status is Up.,Manila-IHUB,0.0,2026-08-18T12:04:45.2530000
2680,Manila-IHUB-PLDT ILL-CE,115.146.236.194,Unknown,Unknown,High,-2,0,167,1,Node status is Up.,Manila-IHUB,0.0,2026-08-18T12:04:45.2530000
2681,IN-KOP-PRN1,10.250.150.47,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,BPS-Kolhapur,0.0,2026-08-18T12:04:49.8500000
2682,ENCCSAHERFWKBB1,192.168.203.240,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,Encora-Costarica-Heredia Office,0.0,2026-08-18T12:04:38.6170000
2683,ENCCSAHERSW1_4505,192.168.203.20,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,Encora-Costarica-Heredia Office,0.0,2026-08-18T12:04:38.6170000
2685,ENCCSASJOFW4609,192.168.154.241,Unknown,Unknown,Low,-2,-2,267,14,"Node status is Critical, SNMP polling is failing: 'Cannot retrieve the required OID on the target device.'.",Encora-Costarica-Condal,,2026-08-18T12:04:38.6170000
2687,ENCCSASJOAP4180,192.168.154.30,Unknown,Unknown,High,-2,0,268,1,Node status is Up.,Encora-Costarica-Condal,0.0,2026-08-18T12:04:34.5370000
2688,ENCCSASJOAP4178,192.168.154.31,Unknown,Unknown,High,-2,0,268,1,Node status is Up.,Encora-Costarica-Condal,0.0,2026-08-18T12:04:34.5370000
2689,IN-BLR-DC1,172.18.150.252,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:34.5370000
2690,ML-RACK3-AS-Stack.IN.COFORGETECH.COM,10.251.104.30,Cisco,Cisco C9200L,High,12,33,11,1,Node status is Up.,BPS-Manila-V3,3451448.25,2026-08-18T14:34:43.7400000
2691,Verizon-FTB-ELK Grove,65.249.102.38,Cisco,Cisco Catalyst C8300-1N1S-4T2X,High,27,6,200,1,Node status is Up.,BPS-Manila-V3,811718.75,2026-08-18T12:04:45.2530000
2692,Verizon-FTB-Ashburn,65.249.97.226,Cisco,Cisco Catalyst C8300-1N1S-4T2X,High,10,6,196,1,Node status is Up.,BPS-Manila-V3,1674806.625,2026-08-18T12:04:45.2530000
2693,CBPS-Chennai-Core-SW2,10.252.16.3,Cisco,Cisco C9200L,High,-2,-2,10,1,Node status is Up.,BPS-Chennai,0.0,2026-08-18T12:04:38.6170000
2694,BLRDR-CORE-B,172.18.130.3,Cisco,Cisco Nexus C93240YC-FX2,High,9,43,0,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:33.1930000
2695,MNL-IHUB-FW01.in.coforgetech.com,10.251.151.10,Palo Alto Networks,PA-440,High,5,58,2,1,Node status is Up.,Manila-IHUB,788205.75,2026-08-18T12:04:45.2530000
2696,CFG-NJ-AS-New,172.26.20.8,Cisco,Cisco C9200L,High,8,25,1,1,Node status is Up.,NEW JERSEY,2396599.0,2026-08-17T23:34:28.9570000
2697,EDCMXGWHMO,172.20.0.1,net-snmp,net-snmp - Linux,High,11,75,261,1,Node status is Up.,Mexico Hermosilo Encora,406031.65625,2026-08-18T12:04:47.2330000
2698,Node1-sophos-sjo-fw,192.168.11.240,Unknown,Unknown,Low,-2,-2,278,14,"Node status is Critical, SNMP polling is failing: 'Request timed out - Possible causes include network issues, incorrect community string or SNMPv3 credentials, or device not responding.'.",Encora-Costa Rica-Main Datacenter,,2026-08-18T12:04:33.1930000
2700,ENCCSASJOSW1190 (main),192.168.11.90,Unknown,Unknown,High,-2,0,279,1,Node status is Up.,Encora-Costa Rica-Main Datacenter,0.0,2026-08-18T12:04:34.5370000
2701,ENCCSASJOSW1SRV_4509,192.168.11.28,Unknown,Unknown,High,-2,0,278,1,Node status is Up.,Encora-Costa Rica-Main Datacenter,0.0,2026-08-18T12:04:34.5370000
2702,Node1-ENCCSACALFW,192.168.97.1,Unknown,Unknown,High,-2,0,277,1,Node status is Up.,Colombia,0.0,2026-08-18T12:04:33.1930000
2703,ENCCSACALSW4511,192.168.97.20,Unknown,Unknown,High,-2,0,278,1,Node status is Up.,Colombia,0.0,2026-08-18T12:04:33.1930000
2704,ENCCSALIMSW2405,192.168.66.27,"Fortinet, Inc.",FortiSwitch 148F-PoE,High,-2,-2,286,1,Node status is Up.,Peru-Lima Office-Encora,2325919.25,2026-08-18T12:04:33.1930000
2705,ENCCSALIMSW2404,192.168.66.26,"Fortinet, Inc.",FortiSwitch 148F-PoE,High,-2,-2,286,1,Node status is Up.,Peru-Lima Office-Encora,2325948.25,2026-08-18T12:04:33.1930000
2706,ENCCSALIMSW2400,192.168.66.22,"Fortinet, Inc.",FortiSwitch 148F-PoE,High,-2,-2,286,1,Node status is Up.,Peru-Lima Office-Encora,2325744.5,2026-08-18T12:04:33.1930000
2707,ENCCSALIMSW2399,192.168.66.21,"Fortinet, Inc.",FortiSwitch 148F-PoE,High,-2,-2,286,1,Node status is Up.,Peru-Lima Office-Encora,40987324.0,2026-08-18T12:04:33.1930000
2708,ENCCSALIMSW2398,192.168.66.20,"Fortinet, Inc.",FortiSwitch 148F-PoE,High,-2,-2,285,1,Node status is Up.,Peru-Lima Office-Encora,28380986.0,2026-08-18T12:04:34.5370000
2709,ENCSWLIM6661(main),192.168.66.1,Unknown,Unknown,Low,-2,-2,286,14,"Node status is Critical, SNMP polling is failing: 'Request timed out - Possible causes include network issues, incorrect community string or SNMPv3 credentials, or device not responding.'.",Peru-Lima Office-Encora,0.0,2026-08-18T12:04:38.6170000
2712,BAN-SER-GF-DC-01,172.16.173.13,Unknown,Unknown,Low,-2,-2,1,14,"Node status is Critical, SNMP polling is failing: 'Cannot retrieve the required OID on the target device.'.",Bangalore-Encora,,2026-08-18T12:04:33.1930000
2713,IN-KOP-PRTG,10.250.150.30,Windows,Windows 11 Workstation,High,4,41,20,1,Node status is Up.,BPS-Kolhapur,435369.125,2026-08-18T12:04:45.2530000
2714,Manila-IHUB-Coreswitch,10.251.151.1,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,Manila-IHUB,0.0,2026-08-18T12:04:45.2530000
2715,MNL-IHUB-FW02,10.251.151.11,Unknown,Unknown,High,-2,0,3,1,Node status is Up.,Manila-IHUB,0.0,2026-08-18T12:04:45.2530000
2716,Manila-IHUB-DS,10.251.151.2,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,Manila-IHUB,0.0,2026-08-18T12:04:45.2530000
2717,Manila-IHUB-AS1,10.251.151.3,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,Manila-IHUB,0.0,2026-08-18T12:04:45.2530000
2718,Manila-IHUB-AS2,10.251.151.4,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,Manila-IHUB,0.0,2026-08-18T12:04:45.2530000
2719,CFG-BN-WLC-NEW,172.17.241.3,Cisco,Cisco C9800LFK9,High,5,28,34,1,Node status is Up.,BANGALORE,4119923.0,2026-08-18T12:04:45.2530000
2720,Node1-sophos-lim-fw,192.168.66.240,Unknown,Unknown,Low,-2,-2,285,14,"Node status is Critical, SNMP polling is failing: 'SNMPv3 Authentication Failed - The authentication digest did not match. This typically indicates an incorrect authentication password or key'.",Peru-Lima Office-Encora,,2026-08-18T12:04:33.1930000
2721,Fortinet Analyzer,172.16.21.121,Unknown,Unknown,Medium,-2,-2,-1,9,Node status is Unmanaged.,Bangalore-Encora,0.0,2026-08-18T12:04:33.1930000
2722,Fortinet Authenticator,172.16.21.120,"Fortinet, Inc.","Fortinet, Inc.",High,2,19,1,1,Node status is Up.,Bangalore-Encora,3888863.75,2026-08-18T12:04:33.1930000
2726,ENCOPDBANHYP10,172.16.21.86,Windows,Hyper-V Server,High,7,22,2,1,Node status is Up.,Bangalore-Encora,258047.0,2026-08-18T12:04:33.1930000
2727,ENCOPDBANHYP09,172.16.21.72,Windows,Hyper-V Server,High,0,15,1,1,Node status is Up.,Bangalore-Encora,266075.0,2026-08-18T12:04:38.6170000
2728,ENCOPDBANHYP11,172.16.21.155,Windows,Hyper-V Server,High,12,60,1,1,Node status is Up.,Bangalore-Encora,250676.0,2026-08-18T12:04:38.6170000
2729,ENCBANPDC01,172.16.21.3,Windows,Windows 2019 Server,High,12,14,1,1,Node status is Up.,Bangalore-Encora,198821.0,2026-08-18T12:04:38.6170000
2730,INPN-SW-04,192.168.72.141,"Fortinet, Inc.",FortiSwitch 148F,High,-2,-2,16,1,Node status is Up.,Pune-Encora,4912368.0,2026-08-18T12:04:38.6170000
2731,INPN-SW-05,192.168.72.138,"Fortinet, Inc.",FortiSwitch 148F,High,-2,-2,16,1,Node status is Up.,Pune-Encora,4914954.0,2026-08-18T12:04:34.5370000
2732,INPN-SW-06,192.168.72.140,"Fortinet, Inc.",FortiSwitch 148F,High,-2,-2,15,1,Node status is Up.,Pune-Encora,4912823.5,2026-08-18T12:04:38.6170000
2733,INPN-SW-07,192.168.72.143,"Fortinet, Inc.",FortiSwitch 148F,High,-2,-2,17,1,Node status is Up.,Pune-Encora,4912896.5,2026-08-18T12:04:38.6170000
2734,INPN-SW-01,192.168.72.142,"Fortinet, Inc.",FortiSwitch 148F,High,-2,-2,17,1,Node status is Up.,Pune-Encora,4915801.5,2026-08-18T12:04:33.1930000
2735,INPN-CORE-SW2,192.168.72.136,"Fortinet, Inc.",FSW_1024E,High,7,9,16,1,Node status is Up.,Pune-Encora,5112580.5,2026-08-18T12:04:33.1930000
2736,INPN-SW-03,192.168.72.139,"Fortinet, Inc.",FortiSwitch 148F,High,-2,-2,17,1,Node status is Up.,Pune-Encora,4912247.5,2026-08-18T12:04:34.5370000
2737,INPN-SW-02,192.168.72.144,"Fortinet, Inc.",FortiSwitch 148F,High,-2,-2,16,1,Node status is Up.,Pune-Encora,4860834.5,2026-08-18T12:04:34.5370000
2738,INPN-SRV-SW-1,192.168.72.137,"Fortinet, Inc.",FortiSwitch 148F,High,-2,-2,15,1,Node status is Up.,Pune-Encora,5091410.0,2026-08-18T12:04:38.6170000
2739,PuneFortiAP-2,192.168.82.39,Unknown,Unknown,High,-2,-2,15,1,Node status is Up.,Pune-Encora,0.0,2026-08-18T12:04:38.6170000
2740,PuneFortiAP-1,192.168.82.38,Unknown,Unknown,High,-2,-2,16,1,Node status is Up.,Pune-Encora,0.0,2026-08-18T12:04:38.6170000
2741,PuneFortiAP-3,192.168.82.44,Unknown,Unknown,High,-2,-2,16,1,Node status is Up.,Pune-Encora,0.0,2026-08-18T12:04:38.6170000
2742,PuneFortiAP-4,192.168.82.45,Unknown,Unknown,High,-2,-2,15,1,Node status is Up.,Pune-Encora,0.0,2026-08-18T12:04:38.6170000
2743,PuneFortiAP-5,192.168.82.94,Unknown,Unknown,High,-2,-2,20,1,Node status is Up.,Pune-Encora,0.0,2026-08-18T12:04:38.6170000
2744,ML-GF-RACK2-AS3-1,10.251.107.58,Unknown,Unknown,High,-2,0,8,1,Node status is Up.,BPS-MANILA,0.0,2026-08-18T14:34:43.7400000
2745,ENC-CHE-AP3,192.168.141.66,Unknown,Unknown,High,-2,-2,13,1,Node status is Up.,Chennai-Encora,0.0,2026-08-18T12:04:38.6170000
2746,ENC-CHE-AP4,192.168.141.60,Unknown,Unknown,High,-2,-2,12,1,Node status is Up.,Chennai-Encora,0.0,2026-08-18T12:04:34.5370000
2749,GS1920-ServerFarm-SW,192.168.15.4,MikroTik,RB1200,Medium,0,14,-1,9,Node status is Unmanaged.,Bucharest-Encora,2723661.0,2026-08-18T12:04:38.6170000
2750,MikroTik10G-Core-SW,192.168.15.10,MikroTik,RB1200,Medium,2,46,-1,9,Node status is Unmanaged.,Bucharest-Encora,20956940.0,2026-08-18T12:04:33.1930000
2751,XGS1935-BUC-1,192.168.15.33,ZyXEL Communications Corp.,ZyWALL USG 100,Medium,-2,-2,-1,9,Node status is Unmanaged.,Bucharest-Encora,2723819.0,2026-08-18T12:04:38.6170000
2752,SFTL-Guest-Router,192.168.15.32,MikroTik,RB1200,Medium,1,43,-1,9,Node status is Unmanaged.,Bucharest-Encora,2723893.0,2026-08-18T12:04:38.6170000
2753,SFTL-BGP-NEW,192.168.15.31,MikroTik,RB1200,Medium,0,3,-1,9,Node status is Unmanaged.,Bucharest-Encora,8376366.0,2026-08-18T12:04:38.6170000
2754,ENC-CHE-AP2,192.168.141.54,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,Chennai-Encora,0.0,2026-08-18T12:04:38.6170000
2755,ENC-CHE-AP1,192.168.141.59,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,Chennai-Encora,0.0,2026-08-18T12:04:34.5370000
2758,ENCHYPVSRVR02,192.168.90.46,Windows,Hyper-V Server,Medium,16,74,16,3,"Node status is Warning, D:\ Label:New Volume 1C755903 Warning.",Pune-Encora,2293023.0,2026-08-18T12:04:38.6170000
2759,ENCHYPVSRVR03,192.168.90.47,Windows,Hyper-V Server,Medium,20,28,15,3,"Node status is Warning, F:\ Label:VM_Data 4471A5D6 Warning.",Pune-Encora,962159.0,2026-08-18T12:04:38.6170000
2760,ENCHYPVSRVR04,192.168.90.43,Windows,Hyper-V Server,Medium,10,26,15,3,"Node status is Warning, D:\ Label:DATA B41F715F Warning.",Pune-Encora,2388050.0,2026-08-18T12:04:38.6170000
2761,ENCHYPVSRVR06,192.168.90.44,Windows,Hyper-V Server,High,7,18,17,1,Node status is Up.,Pune-Encora,2369489.0,2026-08-18T12:04:38.6170000
